"Title","ID","Created Date","Updated Date","Owner","Name","Address","Suite","Telephone","Website","Hours","Email","Image Url","Latitude","Longitude","Category","Referring Zips","Contact Preference","Calendar URL"
,"3078161a-e080-4f94-b7ca-f75768da50a8",2025-06-17T21:18:17Z,2025-11-18T15:00:54Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection PDX","16700 NE Halsey St, Portland, Oregon, 97230",,"971-202-2073","https://www.columbiaview.org/immigrant-connection-pdx","Tuesday- 9 am - 5 pm
Wednesday- 9 am - 5 pm
Thursday - 9 am - 5 pm",,"https://static.wixstatic.com/media/501c71_b354f53dea854244a6c312aecac8e2a7~mv2.jpg",45.533769,"'-122.491177","Pacific Northwest","835|838|890|893|900|902|903|904|905|906|907|908|910|911|912|913|914|915|916|917|918|919|920|921|922|923|924|925|926|927|928|930|931|932|933|934|935|936|940|941|945|946|947|948|949|950|951|952|953|954|956|957|958|959|970|971|972|978|980|981|982|983|984|985|986|988|989|990|991|992|993|994","Please Call","https://immigrantconnectionpdx.as.me/ega?field:17362291=generalLookup"
,"342faf9b-88cd-4605-986f-cc93bfbab1c2",2025-06-17T21:18:17Z,2025-11-18T15:48:51Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection of the High Country","130 Poplar Grove Connector Road, Boone, North Carolina, 28607","Office 17","828-278-9302","https://ichighcountry.org/","Tuesday - 8am - 12pm
Wednesday- 8am - 12pm
(Other hours as requested)","info@ichighcountry.org","https://static.wixstatic.com/media/501c71_2cfd8cd099db43d392cdddc58c9eb398~mv2.jpg",36.21954125,"'-81.69253236","North-East","030|031|032|033|034|035|036|037|038|050|051|052|053|054|056|057|058|059|242|270|271|272|273|274|275|276|277|278|279|280|28001|28012|28016|28018|28020|28021|28023|28025|28027|28031|28032|28033|28034|28036|28037|28040|28043|28052|28054|28056|28071|28073|28075|28078|28079|28080|28081|28083|28086|28090|28091|28092|28097|28098|281|28103|28104|28105|28107|28110|28112|28114|28115|28117|28119|28120|28124|28125|28127|28128|28129|28133|28135|28137|28138|28139|28144|28146|28147|28150|28152|28163|28164|28167|28168|28170|28174|282|28202|28203|28204|28205|28206|28207|28208|28209|28210|28211|28212|28213|28214|28215|28216|28217|28226|28227|28262|28269|28270|28273|28277|28278|283|284|285|286|28701|28705|28709|28711|28714|28721|28740|28743|28746|28748|28752|28753|28754|28756|28761|28762|28777|28778|28785|28787|288|376|377|37708|37711|37713|37722|37724|37725|37727|37731|37738|37743|37745|37752|37753|37760|37765|378|37809|37810|37811|37813|37814|37818|37821|37825|37843|37857|37860|37861|37869|37870|37873|37876|37877|37879|37881|37888|37890|37891|379|385|38504|38556|38571|38572|38581|38583|38585|38587|408|409|412|413|415|416|417|418","Please Text","https://ichighcountry.as.me/ega?field:17362342=generalLookup"
,"35d3b897-ea04-4e81-84c3-cd2a78077342",2025-11-18T17:03:05Z,2025-11-19T03:16:52Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection at Northwest Iowa","303 N Main Ave, Sioux Center, Iowa 51250",,"(712) 722-3003","https://mariamagdalenarca.org/immigrant-connection/","Monday 6pm - 8pm​​  Tuesday 6pm - 8pm",,"wix:image://v1/502226_afbacbf2c0c64eb7833a39b3eebb0aa4~mv2.avif/501c71_8fe39399ebe34ab89eac2fea541c4321~mv2.avif#originWidth=3128&originHeight=616",43.08010377,"'-96.17593588",,"505|510|511|512|513|515|561|570|571|572|573|574|575|576|577|580|582|583|584|585|586|587|588|680|681|686|687|692",,"https://app.acuityscheduling.com/schedule.php?owner=34791070&location=Virtual%20Appointment%20via%20Zoom&?field:17362218=generalLookup"
,"36ee1938-9e8d-448e-aab6-192e44dd2b10",2025-06-17T21:18:17Z,2025-11-18T15:06:17Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection at May Avenue","5201 S May Ave, Oklahoma City, Oklahoma, 73119",,"405-684-3247","https://www.facebook.com/mawcimmigrant/","Tuesday - 12 pm - 8:30 pm
Thursday - 12 pm - 8:30 pm",,"https://static.wixstatic.com/media/0b8f18_c119f95e7ee6464e8f57d9e6dbc1bee2~mv2.png",35.41376601,"'-97.56599401","Southern US","719|720|721|722|727|728|729|730|731|736|737|738|740|741|743|744|745|746|748|749","Please Call","https://immigrantconnectionatmayavenuewesleyanchurch.as.me/ega?field:17362280=generalLookup"
,"3ce1a7bc-a600-4910-ae45-45e005cc57b2",2025-06-17T21:18:17Z,2025-11-17T19:31:30Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection at City Life Church","574 S Division Ave, Grand Rapids, Michigan, 49503","2A","616-855-0563","https://www.immigrantconnectiongr.org/","Monday - 8 am - 4 pm
Tuesday - 8 am - 4 pm
Wednesday - 8 am - 4 pm
Thursday - 8 am - 4 pm",,"https://static.wixstatic.com/media/0b8f18_2810889dc4e44dc7bbe3ab026ffd55b4~mv2.png",42.9521525,"'-85.66752117","Mid-West",,"Please Call","https://immigrantconnectionatcitylifechurch.as.me/ega?field:17362258=generalLookup"
,"424b1b52-b4b5-483c-93c1-a9940b794904",2025-06-17T21:18:17Z,2025-11-18T18:12:02Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection - Waite Park","3258 Johnson St NE, Minneapolis, Minnesota, 55418",,"(612) 699-2529","https://www.waiteparkchurch.org/immigrant","Monday - 8 am - 12:30 pm
Wednesday - 8 am - 5 pm
Thursday -8 am - 12:30 pm

​","hello@icwaitepark.org","https://static.wixstatic.com/media/501c71_5e1c1610486f41c98950ab0008b95224~mv2.webp",45.02747871,"'-93.23749506","Mid-West","55014|55112|553|554|556|557|558|562|563|564|565|566|567|590|591|592|593|594|595|596|597|598|599|820|821|822|823|824|825|826|827|828|829|830|831","Please Call","https://immigrantconnectionwaitepark.as.me/ega?field:17362295=generalLookup"
,"487b845a-85ee-4435-b777-2210b203a7ff",2025-06-17T21:18:17Z,2025-11-18T15:01:51Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection - Alaska","5295 Juneau St, Anchorage, Alaska, 99518",,"907-346-7103","https://www.awakenalaska.com/immigrant-connection@gmail.com","Tuesday - 10AM - 3PM
Wednesday - 10PM - 3PM","immigrantconnectionak@gmail.com","https://static.wixstatic.com/media/501c71_be1e88c955944482b8642937e51c5139~mv2.jpg",61.17243217,"'-149.8625577","Pacific Northwest","840|841|843|844|845|846|847|850|851|852|853|855|856|859|860|863|864|865|967|995|996|997|998|999","Please Text","https://app.acuityscheduling.com/schedule.php?owner=28999369&location=Virtual%20Appointment%20via%20Zoom?field:17398901=generalLookup"
,"4b6aa888-7f2b-480a-b272-4aed22767b68",2025-06-17T21:18:17Z,2025-10-15T20:06:56Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection - LifePoint","10395 Berry Rd, Waldorf, Maryland, 20603",,"301-859-4262","https://www.ilifepoint.com/iclc","Tuesday - 10 am - 4 pm
Thursday - 10 am - 4 pm",,"https://static.wixstatic.com/media/501c71_747760d70a4e4d808c6283fa22115b37~mv2.jpg",38.64786099,"'-76.95131704","Mid-West,North-East","201|206|20603|208|215|217|220|221|22201|22202|22203|22204|22205|22206|22207|22209|22211|22213|223|224|225|226|227|228|230|231|232|236|254|267|268","Please Call","https://immigrantconnectionlifepoint.as.me/ega?field:17362296=generalLookup"
,"4da78cb3-5ac1-43a4-b0ca-752056cebe7e",2025-06-17T21:18:17Z,2025-10-15T20:34:02Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection at Sent Church","3701 W Spring Creek Pkwy, Plano, Texas, 75023",,"972-737-3287","https://sentchurch.cc/immigration-center/","Monday - 10 am - 5 pm
Tuesday - 10 am - 5 pm
Wednesday - 10 am - 5 pm
Thursday - 10 am - 5 pm",,"https://static.wixstatic.com/media/0b8f18_8fec4c82d1684f86afa7c2da35ee40dd~mv2.png",33.058355,"'-96.76521003",,"387|390|391|392|396|700|701|703|704|705|706|707|708|710|711|712|713|714|716|717|718|734|735|747|750|751|752|754|755|756|757|758|759|760|761|762|763|764|765|766|767|768|769|770|773|776|777|778|786|787|789|796","Please Call","https://immigrantconnectionatsentchurch.as.me/ega?field:17362248=generalLookup"
,"561e5448-ecde-4b0c-a885-4b8db679ca8a",2025-06-17T21:18:17Z,2025-11-17T19:37:21Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection at La Gran Comision ","536 Norton Rd, Columbus, Ohio, 43228",,"(614) 954-5225",,"By Appointment Only",,"https://static.wixstatic.com/media/e5a4e2_43a14051e25e4854be52fb762ee56962~mv2.jpg",39.94079001,"'-83.14164196","Mid-West",,"Please Call",
,"6008092d-4aca-401e-a30c-b9d0ee51c6ba",2025-06-17T21:18:17Z,2025-11-18T15:50:50Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection Mosaic","540 Wheelock Pkwy E, Saint Paul, Minnesota, 55130",,"651-583-8797","http://icmosaic.org/","Tuesday - 10 am - 7 pm
Thursday - 10 am - 3 pm",,"https://static.wixstatic.com/media/e5a4e2_e70027e1cd614dc7b6c79603b78762a3~mv2.jpeg",44.98674455,"'-93.07816301","Mid-West","498|499|530|531|535|539|540|541|542|544|545|546|547|548|549|550|551|55108|55113|55114|559|560","Please Call","https://icmosaicappointments.as.me/ega?field:17362292=generalLookup"
,"7c8d36b2-47d1-4c67-8194-655da3ae76de",2025-06-17T21:18:17Z,2025-11-18T15:04:08Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection - Salem","555 Gaines St NE, Salem, Oregon, 97301",,"503-966-4877","https://www.salemalliance.org/ministries/refugees/","Coming Soon","kirstin@immigrantconnectionsalem.org","https://static.wixstatic.com/media/501c71_8d9cccb788b94a2b8f58c55e2b8fb270~mv2.webp",44.95186602,"'-123.0289573","Pacific Northwest","832|833|834|836|837|894|898|955|960|961|97026|97038|97071|97101|97102|97107|97108|97110|97111|97112|97114|97115|97118|97122|97128|97130|97131|97135|97136|97137|97141|97145|97149|973|974|975|976|977|97759|979","Please Call",
,"8b79b52c-e365-48b1-b3ff-f6db1db2bf8d",2025-06-17T21:18:17Z,2025-11-19T03:15:26Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection at Cactus Ministries","200 Palo Duro Dr, Cactus, Texas, 79013",,"806-421-0160","https://www.cnmstories.org/","Monday - Thursday, 9am - 5pm",,"https://static.wixstatic.com/media/e5a4e2_074c12a473874d7ab21e30befafceea5~mv2.jpg",36.04756702,"'-102.000206","Southern US","739|790|791|792|793|794|795|797|798|799|800|801|802|803|804|805|806|807|808|809|810|811|812|813|814|815|816|870|871|873|874|875|877|878|879|880|881|882|883|884","Please Call","https://cactusnazareneministries.as.me/ega?field:17532761=generalLookup"
,"8d825558-bb68-47fe-8e0c-12c4af986586",2025-06-17T21:18:17Z,2025-10-02T17:00:20Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection - NYC","56-05 69th St, Maspeth, New York, 11378",,"914-933-7351","https://www.icwelcome.nyc/","Monday - 3PM - 5PM
Tuesday - 7PM - 9PM
Thursday - 7PM - 9PM
Saturday - 9AM - 12PM","info@icwelcome.nyc","https://static.wixstatic.com/media/e5a4e2_99fad12866ea48f7911c6fa35d8e3989~mv2.jpg",40.72664766,"'-73.89523768","North-East",,"Please Call",
,"9b92c540-6ea2-4c26-ae07-6cab1cdc81cd",2025-06-17T21:18:17Z,2025-11-17T19:36:15Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection at Spartanburg","203 S Main St, Duncan, South Carolina, 29334",,"864-310-3109",,"Tuesday - 9am - 5pm
Thursday - 1pm - 7pm 
Other hours available upon request",,"https://static.wixstatic.com/media/501c71_d38a3120f0a745b1b7026503681efbee~mv2.jpg",34.92239802,"'-82.10624902",,,"Please Text",
,"a116571c-76ff-4377-84a9-35c4bea85147",2025-06-17T21:18:17Z,2025-10-15T20:32:17Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection at Path to Hope","3 Monticello Ave, Annapolis, Maryland, 21401",,"443-203-8020","https://www.yourpathtohope.org","Monday - 4PM - 8PM
Tuesday - 8AM - 4PM
Wednesday - 4PM - 8PM
Thursday - 8AM - 4PM
Friday - 8AM - 4PM","info@yourpathtohope.org","https://static.wixstatic.com/media/e5a4e2_a3434aa0697e412d8abd89ebe0c83137~mv2.jpg",38.97626299,"'-76.50237099","North-East","150|151|152|153|154|155|156|157|158|159|160|161|162|163|164|166|167|168|169|170|171|172|173|174|175|176|177|178|179|193|195|196|197|198|199|20001|20002|20003|20004|20005|20006|20007|20008|20009|20010|20011|20012|20015|20016|20017|20018|20019|20020|20024|20032|20036|20037|20053|20057|20064|20228|20260|20307|20317|20319|20373|20540|20560|20565|207|20901|20902|20903|20904|20905|20906|20910|20912|210|211|212|214|216|218|219|233|234|235|237|400|401|402|403|404|405|406|407|414|421|422|423|424|425|426|427|471|475|476|477","Please Text","https://immigrantconnectionatpathtohope.as.me/ega?field:17362311=generalLookup"
,"a712b05e-7af1-42e7-9951-f57fe0367d6a",2025-06-17T21:18:17Z,2025-11-18T15:46:55Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection - North County","1309 N Elizabeth Ave, Saint Louis, Missouri, 63135",,"(314) 522-3388","http://www.fergusonchurch.org","Monday: 9am - 12, 1-2pm
Tuesday: 9am - 11am
Wednesday: 1pm - 5pm",,"https://static.wixstatic.com/media/501c71_1f90b993ac1c4b41bc7d4de4fc55868d~mv2.jpg",38.76412583,"'-90.30163305",,"420|612|614|615|616|617|618|619|620|622|623|624|625|626|627|628|629|630|631|633|634|636|637|638|639|648|650|651|652|654|655|656|657|658|723|724|725|726","Please Call","https://immigrantconnectionofnorthcounty.as.me/ega?field:17398944=generalLookup"
,"abe91284-c99d-4e08-befd-b7b026533fb8",2025-06-17T21:18:17Z,2025-11-19T03:17:44Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection at TruNorth","600 S Riverfront Dr, Ste 300, Mankato, Minnesota, 56001",,"507-769-0501","https://www.trunorth.church/ic","Monday - 9am - 5pm
Tuesday - 9am - 5pm
Wednesday - 9am - 5pm
Thursday - 9am - 5pm
Consultations by Appointment Only",,"https://static.wixstatic.com/media/501c71_651701c57c6745e28b7fbfe709efa603~mv2.jpg",44.16294,"'-94.01041197","Mid-West",,"Please Text","https://immigrantconnectionattrunorth.as.me/?location=Zoom&field:17362286=generalLookup"
,"ac5e9c4a-1c79-46e4-b664-378590941eaa",2025-06-17T21:18:17Z,2025-11-18T18:13:13Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection at Table Church","855 17th St, Des Moines, Iowa, 50314",,"515-207-0365",,"Monday - 10 am - 2 pm
Thursday - 10 am - 2 pm",,"https://static.wixstatic.com/media/501c71_91c76f18cdf04d77a0d972126c7f338f~mv2.jpeg",41.59334299,"'-93.639928","Mid-West","500|501|502|503|504|506|507|508|514|516|520|521|522|523|524|525|526|527|528|538","Please Call","https://tablechurchic.as.me/ega?field:17362123=generalLookup"
,"de40de17-1d7f-4e1d-89f0-d602480e803f",2025-06-17T21:18:17Z,2025-11-17T19:37:34Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection at College Wesleyan Church","306 E 38th St, Marion, Indiana, 46953",,"765-674-8541","https://collegewes.com/outreach/here/","Tuesday - 5 pm - 8 pm​",,"https://static.wixstatic.com/media/0b8f18_649a244017094c71bcb76d2a27689a94~mv2.jpg",40.52256802,"'-85.66369703","Mid-West","46001|46036|46070|46919|46928|46933|46938|46940|46941|46952|46953|46986|46989|46991","Please Call",
,"ed8df8d0-371c-4b43-bdcb-d8cd47bc3b64",2025-06-17T21:18:17Z,2025-10-15T20:14:46Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection at Acts of Hope","3910 West Ave, San Antonio, Texas, 78213",,"(210) 579-4853 ","https://actsofhope.org/immigrant-connection","Monday & Wednesdays 9am-3pm",,"https://static.wixstatic.com/media/501c71_a7a7910c751741128f4307b7b098e635~mv2.jpg",29.50081499,"'-98.52514399","Southern US","774|775|779|780|781|783|785|788","Please Call","https://immigrantconnectionactsofhope.as.me/ega?field:17362210=generalLookup"
,"fc423529-2be2-4c2e-b105-8f3ae3e5588e",2025-06-17T21:18:17Z,2025-11-19T03:13:50Z,"502226b4-110a-4861-ad7e-941df81678ff","Immigrant Connection - Georgia","8561 Highway 85, Riverdale, Georgia, 30274",,"404-907-1927","https://wicga.com/","Monday - 9:30 am - 2:30 pm
Tuesday - 9:30 am - 2:30 pm
Wednesday - 9:30 am - 2:30 pm
Thursday - 9:30 am - 2:30 pm
Friday - 9:30 am - 2:30 pm
Saturday - Once a month by appointment only",,"https://static.wixstatic.com/media/0b8f18_920399b800884f0c8798fd7bb979b74c~mv2.jpg",33.52100399,"'-84.42933204","Southern US","300|301|302|303|304|307|310|312|313|31321|314|315|316|317|318|319|31905|350|351|352|354|355|356|357|358|359|360|361|362|363|364|365|366|367|368|369|370|371|372|373|374|380|381|382|383|384|386|388|389|393|394|395|397|398","Please Text","https://immigrantconnectiongreenvillemulticulturalchurch.as.me/EGA?field:17567681=generalLookup"
